source,is_extracted,coordinates,last_modified,filetype,languages,page_number,file_directory,filename,category,element_id,detection_class_prob,parent_id,links,page_content
../input/Gated Attention.pdf,true,"{'points': ((np.float64(293.9583333333333), np.float64(636.6180419921875)), (np.float64(293.9583333333333), np.float64(1153.9901477777778)), (np.float64(1361.6939136777776), np.float64(1153.9901477777778)), (np.float64(1361.6939136777776), np.float64(636.6180419921875))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],1,../input,Gated Attention.pdf,NarrativeText,c68d5b9b06fc1a32bd8179fec6f8745b,0.9437465071678162,a62ca99256c6c93b3bf8d7554ebcdcda,"[{'text': 'Hochreiter', 'url': 'cite.hochreiter1997long', 'start_index': 75}, {'text': '& Schmidhuber', 'url': 'cite.hochreiter1997long', 'start_index': 86}, {'text': '1997', 'url': 'cite.hochreiter1997long', 'start_index': 101}, {'text': 'Srivastava et al .,', 'url': 'cite.srivastava2015highway', 'start_index': 129}, {'text': '2015', 'url': 'cite.srivastava2015highway', 'start_index': 148}, {'text': 'Gu & Dao', 'url': 'cite.gu2023mamba', 'start_index': 184}, {'text': '2023', 'url': 'cite.gu2023mamba', 'start_index': 194}, {'text': 'Hua et al .,', 'url': 'cite.hua2022transformer', 'start_index': 219}, {'text': '2022', 'url': 'cite.hua2022transformer', 'start_index': 231}, {'text': 'Lin et al .,', 'url': 'cite.lin2025forgetting', 'start_index': 266}, {'text': '2025', 'url': 'cite.lin2025forgetting', 'start_index': 278}, {'text': 'codes', 'url': 'https://github.com/qiuzh20/gated_attention', 'start_index': 1374}, {'text': 'models', 'url': 'https://huggingface.co/QwQZh/gated_attention', 'start_index': 1384}]","Gating mechanisms have been widely utilized, from early models like LSTMs (Hochreiter & Schmidhuber, 1997) and Highway Networks (Srivastava et al., 2015) to recent state space models (Gu & Dao, 2023), linear attention (Hua et al., 2022), and also softmax attention (Lin et al., 2025). Yet, existing literature rarely examines the specific effects of gating. In this work, we conduct comprehensive experiments to systematically investigate gating-augmented softmax attention variants. Specifically, we perform a comprehen- sive comparison over 30 variants of 15B Mixture-of-Experts (MoE) models and 1.7B dense models trained on a 3.5 trillion token dataset. Our central finding is that a simple modification—applying a head-specific sigmoid gate after the Scaled Dot-Product Attention (SDPA)—consistently improves performance. This modification also enhances training sta- bility, tolerates larger learning rates, and improves scaling properties. By comparing various gating positions and computational variants, we attribute this effectiveness to two key factors: (1) introducing non-linearity upon the low-rank mapping in the softmax attention, and (2) applying query-dependent sparse gating scores to modulate the SDPA output. Notably, we find this sparse gating mechanism mitigates ‘attention sink’ and enhances long-context extrapolation performance, and we also release related codes and models to facilitate future research."
../input/Gated Attention.pdf,true,"{'points': ((np.float64(191.08387756347656), np.float64(1207.8603515625)), (np.float64(191.08387756347656), np.float64(1244.7335644444445)), (np.float64(442.3807373046875), np.float64(1244.7335644444445)), (np.float64(442.3807373046875), np.float64(1207.8603515625))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],1,../input,Gated Attention.pdf,Title,6ea901767c63f53a71a20ad6d65c466e,0.8538721203804016,3414fe1ef829f544d320c711af22e318,,1 Introduction
../input/Gated Attention.pdf,true,"{'points': ((np.float64(195.7722222222222), np.float64(1277.0843505859375)), (np.float64(195.7722222222222), np.float64(1521.3373700000002)), (np.float64(1463.66796875), np.float64(1521.3373700000002)), (np.float64(1463.66796875), np.float64(1277.0843505859375))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],1,../input,Gated Attention.pdf,NarrativeText,d1114f29a6b68ae1b9f9abe4656da812,0.9530020356178284,6ea901767c63f53a71a20ad6d65c466e,"[{'text': 'Hochreiter', 'url': 'cite.hochreiter1997long', 'start_index': 93}, {'text': '& Schmidhuber', 'url': 'cite.hochreiter1997long', 'start_index': 104}, {'text': '1997', 'url': 'cite.hochreiter1997long', 'start_index': 119}, {'text': 'Srivastava et al .,', 'url': 'cite.srivastava2015highway', 'start_index': 144}, {'text': '2015', 'url': 'cite.srivastava2015highway', 'start_index': 163}, {'text': 'Dey & Salem', 'url': 'cite.dey2017gate', 'start_index': 179}, {'text': '2017', 'url': 'cite.dey2017gate', 'start_index': 192}, {'text': 'Gu & Dao', 'url': 'cite.gu2023mamba', 'start_index': 425}, {'text': '2023', 'url': 'cite.gu2023mamba', 'start_index': 435}, {'text': 'Dao & Gu', 'url': 'cite.mamba2', 'start_index': 441}, {'text': '2024', 'url': 'cite.mamba2', 'start_index': 451}, {'text': 'Hua et al .,', 'url': 'cite.hua2022transformer', 'start_index': 483}, {'text': '2022', 'url': 'cite.hua2022transformer', 'start_index': 495}, {'text': 'Sun', 'url': 'cite.sun2023retentivenetworksuccessortransformer', 'start_index': 501}, {'text': 'et al .,', 'url': 'cite.sun2023retentivenetworksuccessortransformer', 'start_index': 505}, {'text': '2023', 'url': 'cite.sun2023retentivenetworksuccessortransformer', 'start_index': 513}, {'text': 'Qin et al .,', 'url': 'cite.qin2024lightning', 'start_index': 519}, {'text': '2024a', 'url': 'cite.qin2024lightning', 'start_index': 531}, {'text': 'Yang et al .,', 'url': 'cite.yang2024gated', 'start_index': 538}, {'text': '2024b', 'url': 'cite.yang2024gated', 'start_index': 551}, {'text': 'Lin et al .,', 'url': 'cite.lin2025forgetting', 'start_index': 558}, {'text': '2025', 'url': 'cite.lin2025forgetting', 'start_index': 570}]","Gating mechanism is well-established in neural networks. Early architectures, such as LSTMs (Hochreiter & Schmidhuber, 1997), Highway Networks (Srivastava et al., 2015) and GRUs (Dey & Salem, 2017), pioneer the use of gating to control information flow across time steps or layers and improve gradient propagation. This principle persists in modern architectures. Recent sequence modeling works, including state-space models (Gu & Dao, 2023; Dao & Gu, 2024) and attention mechanisms (Hua et al., 2022; Sun et al., 2023; Qin et al., 2024a; Yang et al., 2024b; Lin et al., 2025) commonly apply gating, often to modulate the outputs of token-mixer components. Despite its widespread adoption and empirical success, the function and impact of gating mechanisms remain insufficiently explored beyond their initial intuition."
../input/Gated Attention.pdf,true,"{'points': ((np.float64(194.13546752929688), np.float64(1538.8648681640625)), (np.float64(194.13546752929688), np.float64(1811.9151477777777)), (np.float64(1465.2398681640625), np.float64(1811.9151477777777)), (np.float64(1465.2398681640625), np.float64(1538.8648681640625))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],1,../input,Gated Attention.pdf,NarrativeText,6ced236730c224809203675765c17860,0.9552361369132996,6ea901767c63f53a71a20ad6d65c466e,"[{'text': 'Csordas et al .,', 'url': 'cite.csordas2024moeut', 'start_index': 166}, {'text': '2024a', 'url': 'cite.csordas2024moeut', 'start_index': 182}, {'text': 'b', 'url': 'cite.csordas2024switchhead', 'start_index': 188}, {'text': '. 1', 'url': 'subsection.A.1', 'start_index': 302}, {'text': 'Yuan et al .,', 'url': 'cite.yuan2025native', 'start_index': 593}, {'text': '2025', 'url': 'cite.yuan2025native', 'start_index': 606}]","Insufficient understanding hinders assessing gating’s true contribution, especially when confounded with other architectural factors. For instance, while Switch Heads (Csordas et al., 2024a;b) introduces a sigmoid gatingtoselecttop-Kattentionheadexperts, ourexperimentsrevealaninterestingfinding(AppendixA.1): substantial performance gains persist even when reduced to a single expert, where the gate simply modulates the value output. This strongly suggests the gating itself provides significant intrinsic value, separate from the routing mechanism. Similarly, in Native Sparse Attention (NSA) (Yuan et al., 2025), while overall performance improvements are demonstrated, they do not disentangle the contributions of its gating mechanism from the effects of the sparse attention design itself. These considerations underscore the need to rigorously disentangle the effects of gating from other architectural components."
../input/Gated Attention.pdf,true,"{'points': ((np.float64(196.01944444444442), np.float64(1829.9337158203125)), (np.float64(196.01944444444442), np.float64(2072.048481111111)), (np.float64(1465.72314453125), np.float64(2072.048481111111)), (np.float64(1465.72314453125), np.float64(1829.9337158203125))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],1,../input,Gated Attention.pdf,NarrativeText,786836a9ec2e336192e13b9712575298,0.9528946876525879,6ea901767c63f53a71a20ad6d65c466e,"[{'text': 'Vaswani', 'url': 'cite.vaswani2017attention', 'start_index': 82}, {'text': '2017', 'url': 'cite.vaswani2017attention', 'start_index': 91}, {'text': '2 . 2', 'url': 'subsection.2.2', 'start_index': 102}, {'text': '1', 'url': 'figure.caption.1', 'start_index': 169}]","In this work, we investigate gating mechanisms in the standard softmax attention (Vaswani, 2017) (Sec.2.2). Specifically, we introduce gating at distinct positions (Fig. 1): after the query (G4), key (G3), and value projections (G2); following the Scaled Dot Product Attention (SDPA) outputs (G1); and after the final dense output layer (G5). Our exploration covers gating variants including elementwise and headwise, head-specific and head-shared, as well as additive and multiplicative forms. We find that: (i) applying SDPA output head-specific gating (G1) yields the most significant performance improvements (e.g., up to 0.2 PPL reduction and 2 points on MMLU); (ii) the SDPA output gating also improves training stability, nearly eliminating loss spikes, enabling larger learning rates and enhancing model scalability."
../input/Gated Attention.pdf,true,"{'points': ((np.float64(195.46666666666664), np.float64(2090.53076171875)), (np.float64(195.46666666666664), np.float64(2150.6524733333335)), (np.float64(1461.6761474609375), np.float64(2150.6524733333335)), (np.float64(1461.6761474609375), np.float64(2090.53076171875))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],1,../input,Gated Attention.pdf,NarrativeText,659a824cc74c5a4124244892d9228c3d,0.9210428595542908,6ea901767c63f53a71a20ad6d65c466e,,We identify two primary factors contributing to the efficacy of gating: (i) Non-Linearity. The two consecutive linear layers - the value (Wv) and dense (WO) projections - can be rewritten into one low-rank
../input/Gated Attention.pdf,true,"{'points': ((np.float64(817.615234375), np.float64(2203.59228515625)), (np.float64(817.615234375), np.float64(2232.5595922222224)), (np.float64(834.2614135742188), np.float64(2232.5595922222224)), (np.float64(834.2614135742188), np.float64(2203.59228515625))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],1,../input,Gated Attention.pdf,Footer,29d1a8b3091e5745fbee2e757e735d36,0.6481415033340454,,,1
../input/Gated Attention.pdf,,"{'points': ((np.float64(212.0984344482422), np.float64(131.41197204589844)), (np.float64(212.0984344482422), np.float64(642.2189331054688)), (np.float64(1441.681884765625), np.float64(642.2189331054688)), (np.float64(1441.681884765625), np.float64(131.41197204589844))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],2,../input,Gated Attention.pdf,Image,95342e48caa7d3b90fc02b5cfa9db29b,0.9325411319732666,,,"6.05 Gs 5.95, -0.206 Dense Layer 0265 ---- baseline | SDPAG 2 2.20 5.85 value Gy Most Effective! Gy key G3 | query Ga tt 61.0 | avg PPL Scaled Dot Product Attention (SDPA) 60.5 ! | ft 3°° ++2,03 2.05 la Ga, = ""ia, J 59.5 we Wi 2.00 "" W, 59.0 40.38 © +0.39 +002 Baseline iy il mm Ee ‘SDPA output gate G Swhitiitn Query Layer Key Layer Value Layer tit 58.5 00 05 10 #15 20 25 30 3.5 SDPA value key query dense Steps (total 360k)"
../input/Gated Attention.pdf,true,"{'points': ((np.float64(194.67835998535156), np.float64(659.6107033333333)), (np.float64(194.67835998535156), np.float64(829.0003662109375)), (np.float64(1459.804911111111), np.float64(829.0003662109375)), (np.float64(1459.804911111111), np.float64(659.6107033333333))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],2,../input,Gated Attention.pdf,FigureCaption,82026911c568959709d6450295738fce,0.9244776964187622,,,"Figure 1: Left: Investigated positions for applying gating operations.; Middle: Performance comparison (Test PPL and MMLU) of 15B MoE models with gating applied at various positions. Gating after SDPA (G1) yields the best overall results. Gating after the Value layer (G2) also demonstrates notable improvements, particularly in PPL. Right: Training loss comparison (smoothed, 0.9 coeff.) over 3.5T tokens between baseline and SDPA-gated 1.7B dense models under identical hyperparameters. Gating results in lower final loss and substantially enhanced training stability, mitigating loss spikes. This stability allows for potentially higher learning rates and facilitates better scaling."
../input/Gated Attention.pdf,true,"{'points': ((np.float64(195.68888888888887), np.float64(854.4587344444443)), (np.float64(195.68888888888887), np.float64(1188.9818144444444)), (np.float64(1461.847412109375), np.float64(1188.9818144444444)), (np.float64(1461.847412109375), np.float64(854.4587344444443))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],2,../input,Gated Attention.pdf,NarrativeText,b3a0f5aa50bee953697752ef2cd55e3b,0.951688289642334,,"[{'text': '4 . 1', 'url': 'subsection.4.1', 'start_index': 170}, {'text': '4 . 2', 'url': 'subsection.4.2', 'start_index': 461}, {'text': 'Xiao', 'url': 'cite.xiao2023efficient', 'start_index': 522}, {'text': 'et al .,', 'url': 'cite.xiao2023efficient', 'start_index': 527}, {'text': '2023', 'url': 'cite.xiao2023efficient', 'start_index': 535}, {'text': '2', 'url': 'figure.caption.6', 'start_index': 612}, {'text': '4 . 3', 'url': 'subsection.4.3', 'start_index': 620}, {'text': 'Xiao et al .,', 'url': 'cite.xiao2023efficient', 'start_index': 641}, {'text': '2023', 'url': 'cite.xiao2023efficient', 'start_index': 654}, {'text': 'Sun et al .,', 'url': 'cite.sun2024massive', 'start_index': 660}, {'text': '2024', 'url': 'cite.sun2024massive', 'start_index': 672}, {'text': 'Gu et al .,', 'url': 'cite.gu2024attention', 'start_index': 678}, {'text': '2024', 'url': 'cite.gu2024attention', 'start_index': 689}, {'text': 'Hsieh et al .,', 'url': 'cite.hsieh2024ruler', 'start_index': 1111}, {'text': '2024', 'url': 'cite.hsieh2024ruler', 'start_index': 1125}, {'text': '4 . 4', 'url': 'subsection.4.4', 'start_index': 1135}]","linear projection. Therefore, introducing non-linearity through gating at positions G1 or G2 can increase the expressiveness of this low-rank linear transformation (Sec. 4.1). (ii) Sparsity. Although non-linear gating variants consistently enhance performance, we observe that their gains vary. Our analysis further reveals that the pronounced sparsity of the gating scores is another crucial factor, introducing input- dependent sparsity to SDPA outputs (Sec. 4.2). Moreover, sparse gating eliminates the attention sink (Xiao et al., 2023): the initial tokens disproportionately dominate attention scores (Fig. 2, Sec. 4.3). Previous work (Xiao et al., 2023; Sun et al., 2024; Gu et al., 2024) explains attention sinks as an accumulation of redundant attention due to non-negative softmax normalization. Empirically, we verify that when query-dependent sparse gating is applied at the SDPA output, both our dense and MoE models (trained on 3.5T tokens) exhibit no attention sink. Furthermore, these models demonstrate superior performance in length generalization, achieving a gain of over 10 points on RULER (Hsieh et al., 2024)(Sec.4.4)."
../input/Gated Attention.pdf,true,"{'points': ((np.float64(196.85), np.float64(1207.4522705078125)), (np.float64(196.85), np.float64(1327.3512588888889)), (np.float64(1475.9287109375), np.float64(1327.3512588888889)), (np.float64(1475.9287109375), np.float64(1207.4522705078125))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],2,../input,Gated Attention.pdf,NarrativeText,2f05de3e2590b78dd0fd053503ce65b3,0.9427288174629211,,,"In summary, our work highlights the impact of gating in standard attention layers on the performance and behaviors of models. By evaluating gating variants, we uncover their ability to introduce non-linearity and sparsity, and eliminate attention sinks. These findings deepen our understanding of the mechanisms of gated attention. We will open-source our attention-sink-free models to advance future research."
../input/Gated Attention.pdf,true,"{'points': ((np.float64(191.82748413085938), np.float64(1370.342529296875)), (np.float64(191.82748413085938), np.float64(1406.6974533333332)), (np.float64(589.7452392578125), np.float64(1406.6974533333332)), (np.float64(589.7452392578125), np.float64(1370.342529296875))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],2,../input,Gated Attention.pdf,Title,80dacad8f4b4285f756f52b6fed0507a,0.8530429601669312,,,2 Gated-Attention Layer
../input/Gated Attention.pdf,true,"{'points': ((np.float64(195.43614196777344), np.float64(1436.9052734375)), (np.float64(195.43614196777344), np.float64(1469.0279211111108)), (np.float64(819.3114624023438), np.float64(1469.0279211111108)), (np.float64(819.3114624023438), np.float64(1436.9052734375))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],2,../input,Gated Attention.pdf,Title,af313321c7784a080e127f9706f2f4f9,0.8576598167419434,,,2.1 Preliminary: Multi-Head Softmax Attention
../input/Gated Attention.pdf,true,"{'points': ((np.float64(196.85), np.float64(1495.315)), (np.float64(196.85), np.float64(1561.2345922222223)), (np.float64(1473.8546142578125), np.float64(1561.2345922222223)), (np.float64(1473.8546142578125), np.float64(1495.315))), 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",2025-12-22T23:18:46,application/pdf,['eng'],2,../input,Gated Attention.pdf,NarrativeText,dd3b5ade1f6c0663b4d23549ad4ae632,0.920829176902771,af313321c7784a080e127f9706f2f4f9,"[{'text': 'Vaswani', 'url': 'cite.vaswani2017attention', 'start_index': 146}, {'text': '2017', 'url': 'cite.vaswani2017attention', 'start_index': 155}]","Given an input X ∈ Rn×dmodel, where n is the sequence length and dmodel is the model dimension, the computation of transformer’s attention layer (Vaswani, 2017) could be divided into four stages."
