source,coordinates,filetype,languages,page_number,filename,category,element_id,is_extracted,parent_id,links,text_as_html,page_content
../input/Gated Attention.pdf,"{'points': [[193.67236328125, 1827.7041015625], [193.67236328125, 2072.048481111111], [1461.5290109333325, 2072.048481111111], [1461.5290109333325, 1827.7041015625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],1,Gated Attention.pdf,NarrativeText,f88036727bcbf6ae5e464bca53a8d4de,true,319ddf828c95298415d9f0e04839bfbc,"[{'text': 'Vaswani', 'url': 'cite.vaswani2017attention', 'start_index': 82}, {'text': '2017', 'url': 'cite.vaswani2017attention', 'start_index': 91}, {'text': '2 . 2', 'url': 'subsection.2.2', 'start_index': 102}, {'text': '1', 'url': 'figure.caption.1', 'start_index': 169}]",,"In this work, we investigate gating mechanisms in the standard softmax attention (Vaswani, 2017) (Sec.2.2). Specifically, we introduce gating at distinct positions (Fig. 1): after the query (G4), key (G3), and value projections (G2); following the Scaled Dot Product Attention (SDPA) outputs (G1); and after the final dense output layer (G5). Our exploration covers gating variants including elementwise and headwise, head-specific and head-shared, as well as additive and multiplicative forms. We find that: (i) applying SDPA output head-specific gating (G1) yields the most significant performance improvements (e.g., up to 0.2 PPL reduction and 2 points on MMLU); (ii) the SDPA output gating also improves training stability, nearly eliminating loss spikes, enabling larger learning rates and enhancing model scalability."
../input/Gated Attention.pdf,"{'points': [[193.6061553955078, 2088.37451171875], [193.6061553955078, 2150.6524733333335], [1458.683837890625, 2150.6524733333335], [1458.683837890625, 2088.37451171875]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],1,Gated Attention.pdf,NarrativeText,0e8f321fe5c41f54ea224584c9fd55ea,true,319ddf828c95298415d9f0e04839bfbc,,,We identify two primary factors contributing to the efficacy of gating: (i) Non-Linearity. The two consecutive linear layers - the value (Wv) and dense (WO) projections - can be rewritten into one low-rank
../input/Gated Attention.pdf,"{'points': [[818.634521484375, 2202.850341796875], [818.634521484375, 2224.0888671875], [830.5076904296875, 2224.0888671875], [830.5076904296875, 2202.850341796875]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],1,Gated Attention.pdf,Footer,b304a51b0a3aa2765474f756753d20bd,true,,,,1
../input/Gated Attention.pdf,"{'points': [[191.17669677734375, 129.07427978515625], [191.17669677734375, 643.2955322265625], [1454.7939453125, 643.2955322265625], [1454.7939453125, 129.07427978515625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,Image,beaaf57fee55d1d32395d8bdac377c44,,,,,"230 6.05 e 0,045 225 5.95 0.206 W Dense Layer 0.265 baseline avg PPL 5.85 SDPAG 220 Most Effective! G- 1 value G, key Gs 5.75 query Gy 215 dense Gs 61.0 ftt 210 Scaled Dot Product Attention (SDPA) 60.5 X i 60.0 +2.03 2.05 ¢ MMLU 59.5 i +0.38 +039 +0.62 2.00 Baseline Wik W, 59.0 . N ___ . N SDPA output gate Gy Wi Query Layer Key Layer Value Layer 00 05 1o 15 20 25 30 35, 58.5 SDPA value key query dense Steps (total 360k)"
../input/Gated Attention.pdf,"{'points': [[194.433349609375, 658.1654663085938], [194.433349609375, 824.924072265625], [1459.804911111111, 824.924072265625], [1459.804911111111, 658.1654663085938]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,FigureCaption,82026911c568959709d6450295738fce,true,,,,"Figure 1: Left: Investigated positions for applying gating operations.; Middle: Performance comparison (Test PPL and MMLU) of 15B MoE models with gating applied at various positions. Gating after SDPA (G1) yields the best overall results. Gating after the Value layer (G2) also demonstrates notable improvements, particularly in PPL. Right: Training loss comparison (smoothed, 0.9 coeff.) over 3.5T tokens between baseline and SDPA-gated 1.7B dense models under identical hyperparameters. Gating results in lower final loss and substantially enhanced training stability, mitigating loss spikes. This stability allows for potentially higher learning rates and facilitates better scaling."
../input/Gated Attention.pdf,"{'points': [[193.88052368164062, 853.468505859375], [193.88052368164062, 1188.9818144444444], [1461.3231171999996, 1188.9818144444444], [1461.3231171999996, 853.468505859375]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,NarrativeText,b3a0f5aa50bee953697752ef2cd55e3b,true,,"[{'text': '4 . 1', 'url': 'subsection.4.1', 'start_index': 170}, {'text': '4 . 2', 'url': 'subsection.4.2', 'start_index': 461}, {'text': 'Xiao', 'url': 'cite.xiao2023efficient', 'start_index': 522}, {'text': 'et al .,', 'url': 'cite.xiao2023efficient', 'start_index': 527}, {'text': '2023', 'url': 'cite.xiao2023efficient', 'start_index': 535}, {'text': '2', 'url': 'figure.caption.6', 'start_index': 612}, {'text': '4 . 3', 'url': 'subsection.4.3', 'start_index': 620}, {'text': 'Xiao et al .,', 'url': 'cite.xiao2023efficient', 'start_index': 641}, {'text': '2023', 'url': 'cite.xiao2023efficient', 'start_index': 654}, {'text': 'Sun et al .,', 'url': 'cite.sun2024massive', 'start_index': 660}, {'text': '2024', 'url': 'cite.sun2024massive', 'start_index': 672}, {'text': 'Gu et al .,', 'url': 'cite.gu2024attention', 'start_index': 678}, {'text': '2024', 'url': 'cite.gu2024attention', 'start_index': 689}, {'text': 'Hsieh et al .,', 'url': 'cite.hsieh2024ruler', 'start_index': 1111}, {'text': '2024', 'url': 'cite.hsieh2024ruler', 'start_index': 1125}, {'text': '4 . 4', 'url': 'subsection.4.4', 'start_index': 1135}]",,"linear projection. Therefore, introducing non-linearity through gating at positions G1 or G2 can increase the expressiveness of this low-rank linear transformation (Sec. 4.1). (ii) Sparsity. Although non-linear gating variants consistently enhance performance, we observe that their gains vary. Our analysis further reveals that the pronounced sparsity of the gating scores is another crucial factor, introducing input- dependent sparsity to SDPA outputs (Sec. 4.2). Moreover, sparse gating eliminates the attention sink (Xiao et al., 2023): the initial tokens disproportionately dominate attention scores (Fig. 2, Sec. 4.3). Previous work (Xiao et al., 2023; Sun et al., 2024; Gu et al., 2024) explains attention sinks as an accumulation of redundant attention due to non-negative softmax normalization. Empirically, we verify that when query-dependent sparse gating is applied at the SDPA output, both our dense and MoE models (trained on 3.5T tokens) exhibit no attention sink. Furthermore, these models demonstrate superior performance in length generalization, achieving a gain of over 10 points on RULER (Hsieh et al., 2024)(Sec.4.4)."
../input/Gated Attention.pdf,"{'points': [[194.26846313476562, 1205.484375], [194.26846313476562, 1327.3512588888889], [1457.7575026599995, 1327.3512588888889], [1457.7575026599995, 1205.484375]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,NarrativeText,2f05de3e2590b78dd0fd053503ce65b3,true,,,,"In summary, our work highlights the impact of gating in standard attention layers on the performance and behaviors of models. By evaluating gating variants, we uncover their ability to introduce non-linearity and sparsity, and eliminate attention sinks. These findings deepen our understanding of the mechanisms of gated attention. We will open-source our attention-sink-free models to advance future research."
../input/Gated Attention.pdf,"{'points': [[194.48345947265625, 1372.0274658203125], [194.48345947265625, 1406.6974533333332], [587.005126953125, 1406.6974533333332], [587.005126953125, 1372.0274658203125]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,Title,80dacad8f4b4285f756f52b6fed0507a,true,,,,2 Gated-Attention Layer
../input/Gated Attention.pdf,"{'points': [[195.27862548828125, 1438.7706298828125], [195.27862548828125, 1469.0279211111108], [815.7765250000001, 1469.0279211111108], [815.7765250000001, 1438.7706298828125]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,Title,af313321c7784a080e127f9706f2f4f9,true,,,,2.1 Preliminary: Multi-Head Softmax Attention
../input/Gated Attention.pdf,"{'points': [[194.63525390625, 1495.315], [194.63525390625, 1561.2345922222223], [1456.723388671875, 1561.2345922222223], [1456.723388671875, 1495.315]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,NarrativeText,dd3b5ade1f6c0663b4d23549ad4ae632,true,af313321c7784a080e127f9706f2f4f9,"[{'text': 'Vaswani', 'url': 'cite.vaswani2017attention', 'start_index': 146}, {'text': '2017', 'url': 'cite.vaswani2017attention', 'start_index': 155}]",,"Given an input X ∈ Rn×dmodel, where n is the sequence length and dmodel is the model dimension, the computation of transformer’s attention layer (Vaswani, 2017) could be divided into four stages."
../input/Gated Attention.pdf,"{'points': [[195.9011993408203, 1594.4705810546875], [195.9011993408203, 1661.3719177777775], [1455.5950927734375, 1661.3719177777775], [1455.5950927734375, 1594.4705810546875]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,NarrativeText,9a009f979cf407ede467f997093b15a3,true,af313321c7784a080e127f9706f2f4f9,,,"QKV Linear Projections: The input X is linearly transformed into queries Q, keys K, and values V using learned weight matrices WQ,WK,WV ∈ Rdmodel×dk and Q,K,V ∈ Rn×dk:"
../input/Gated Attention.pdf,"{'points': [[582.5094604492188, 1667.10107421875], [582.5094604492188, 1700.702473333333], [1460.4838644444442, 1700.702473333333], [1460.4838644444442, 1667.10107421875]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,Formula,effc309511043e90b2381f64fc5988e1,true,,,,"Q = XWQ, K = XWK, V = XWV . (1)"
../input/Gated Attention.pdf,"{'points': [[195.6123809814453, 1724.4637451171875], [195.6123809814453, 1785.9623699999997], [1460.1501706244444, 1785.9623699999997], [1460.1501706244444, 1724.4637451171875]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,NarrativeText,36064168d5a53e5dd005d0928c1a08fd,true,,,,"Scaled Product Dot-Product Attention (SDPA): computes attention scores between queries and keys, followed by a softmax normalization. The output is a weighted sum of the values:"
../input/Gated Attention.pdf,"{'points': [[564.437744140625, 1790.6665555555553], [564.437744140625, 1870.1274733333332], [1460.4838644444444, 1870.1274733333332], [1460.4838644444444, 1790.6665555555553]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,Formula,0eed73cab6aac48ecd606f595214ff62,true,,,,") Attention(Q, K, V') = softmax Vi )v"
../input/Gated Attention.pdf,"{'points': [[194.46607971191406, 1875.7801513671875], [194.46607971191406, 1964.16237], [1457.294677734375, 1964.16237], [1457.294677734375, 1875.7801513671875]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,NarrativeText,4d2a70b29afa2f30cff7c37b9051103b,true,,,,"where QKT√ dk ∈ Rn×n represents the scaled dot-product similarity matrix, and softmax(·) ensures the attention weights are no-negative and sum to 1 across each row."
../input/Gated Attention.pdf,"{'points': [[194.56687927246094, 1996.92919921875], [194.56687927246094, 2067.746917777778], [1456.6929169999999, 2067.746917777778], [1456.6929169999999, 1996.92919921875]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,NarrativeText,cb40c185b50906886d6496850e6a8850,true,,,,"Multi-Head Concatenation: In multi-head attention, the above process is repeated in parallel for h heads, with each head having its projection matrices Wi q,Wi k,Wi v. All heads’ outputs are concatenated:"
../input/Gated Attention.pdf,"{'points': [[516.2291259765625, 2074.530517578125], [516.2291259765625, 2108.0608066666664], [1460.4838644444442, 2108.0608066666664], [1460.4838644444442, 2074.530517578125]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,Formula,0d4589cc87b2b11394f1c17cbf8d9f60,true,,,,"MultiHead(Q,K,V ) = Concat(head1,...,headh), (3)"
../input/Gated Attention.pdf,"{'points': [[194.4859161376953, 2114.7369177777778], [194.4859161376953, 2154.56914], [766.190694444444, 2154.56914], [766.190694444444, 2114.7369177777778]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,NarrativeText,e7265a70312d3cb50acf6383aad4d616,true,,,,"where headi = Attention(QWi Q,KWi K,V Wi V )."
../input/Gated Attention.pdf,"{'points': [[817.7940063476562, 2202.493896484375], [817.7940063476562, 2224.57470703125], [832.9225463867188, 2224.57470703125], [832.9225463867188, 2202.493896484375]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],2,Gated Attention.pdf,Footer,8a6e1ab1f15f5fee4c02197f6baf330b,true,,,,2
../input/Gated Attention.pdf,"{'points': [[201.47708129882812, 135.15892028808594], [201.47708129882812, 848.5858154296875], [1451.181640625, 848.5858154296875], [1451.181640625, 135.15892028808594]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,Image,cdc3886fa5359ded424bde372c6b1e5e,,,,,"first token attention scores of baseline baseline, layer 21 baseline, layer 23 10 10 10 —— first token attention score -- mean: 0.467 first token score: 0.83 first token score: 0.41 08 10 08 10 08 20 20 0.6 0 0 30 30 - 0.4 40 04 40 04 first token attention score 02 50 02 50 02 60 60 0.0 5 10 15 20 10 20 30 40 50 60 00 0 10 20 30 40 50 60 00 layer Key Key 1 first token attention score of atten_output_gate atten_output_gate, layer 21 10 atten_output_gate, layer 23 10 —— first token attention score first token score: 0.04 first token score: 0.01 -- mean: 0.048 10 10 & 08 08 20 20 0 05 30 30 2 a0 04 40 04 50 02 50 02 first token attention score g - — 60 60 0.0 00 00 10 15 20 10 20 30 40 50 60 10 20 30 40 50 60 layer Key Key"
../input/Gated Attention.pdf,"{'points': [[195.1097869873047, 862.9534912109375], [195.1097869873047, 1029.39868], [1457.49609375, 1029.39868], [1457.49609375, 862.9534912109375]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,FigureCaption,bceaf2bc6a5775da8ad67bbe18728c1d,true,,,,"Figure 2: Left: Proportion of attention allocated to the initial token per layer (test perplexity dataset). The baseline model suffers from a significant attention sink, with an average of 46.7% of attention scores across layers directed towards the first token. Introducing a gate effectively alleviates this, reducing the proportion to 4.8%. Right: Average attention map weights for each head. Layer 21 in the baseline model demonstrates a strong attention sink (83% on the first token), which is substantially reduced by the gate (4%). In the final output layer, the gate amplifies the existing tendency for the model to attend to individual tokens within the sequence."
../input/Gated Attention.pdf,"{'points': [[195.06626892089844, 1062.001111111111], [195.06626892089844, 1097.905251111111], [1460.43798828125, 1097.905251111111], [1460.43798828125, 1062.001111111111]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,NarrativeText,d370dc2e6cffe12ef01e12f0bd122b2e,true,,,,Final Output Layer: The concatenated SDPA output is passed through an output layer Wo ∈ Rhdk×dmodel:
../input/Gated Attention.pdf,"{'points': [[646.2384643554688, 1115.2066650390625], [646.2384643554688, 1147.71914], [1460.4838644444442, 1147.71914], [1460.4838644444442, 1115.2066650390625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,Formula,6b2e664fc7cc3665d9cf33e61b09e5e2,true,,,,"O = MultiHead(Q,K,V )Wo. (4)"
../input/Gated Attention.pdf,"{'points': [[195.07974243164062, 1205.9605712890625], [195.07974243164062, 1235.6334766666666], [949.552103888889, 1235.6334766666666], [949.552103888889, 1205.9605712890625]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,Title,d8324398c237a7729014cef79163cba9,true,,,,2.2 Augmenting Attention Layer with Gating Mechanisms
../input/Gated Attention.pdf,"{'points': [[193.89349365234375, 1263.280029296875], [193.89349365234375, 1293.0623699999999], [679.8696138888887, 1293.0623699999999], [679.8696138888887, 1263.280029296875]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,NarrativeText,b159f61af5a50443250b14dc580bf258,true,d8324398c237a7729014cef79163cba9,,,The gating mechanism is formalized as:
../input/Gated Attention.pdf,"{'points': [[599.807861328125, 1309.9341399999998], [599.807861328125, 1347.4663622222222], [1460.4838644444442, 1347.4663622222222], [1460.4838644444442, 1309.9341399999998]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,Formula,3e67a56dd7a7449ddaf432621b27d1db,true,,,,"Y ′ = g(Y ,X,Wθ,σ) = Y ⊙ σ(XWθ), (5)"
../input/Gated Attention.pdf,"{'points': [[194.0533905029297, 1366.8210866666666], [194.0533905029297, 1491.0929255555552], [1461.5484951777776, 1491.0929255555552], [1461.5484951777776, 1366.8210866666666]], 'system': 'PixelSpace', 'layout_width': 1654, 'layout_height': 2339}",application/pdf,['eng'],3,Gated Attention.pdf,NarrativeText,14a9a007d575d24b40611acf7b52723a,true,,"[{'text': ',', 'url': 'Hfootnote.1', 'start_index': 91}]",,"where Y is the input to be modulated, X is another input used to compute the gating scores1, Wθ refers to the learnable parameters of gate, σ is an activation function (e.g., sigmoid), and Y ′ is the gated output. The gating score, σ(XWθ), effectively acts as a dynamic filter, controlling the information flow from Y by selectively preserving or erasing its features."
